guest_id,spa_affinity_score,adventure_affinity_score,culture_affinity_score,dining_affinity_score,travel_type,budget_segment,stay_duration_days,weather_condition,temparature,rain_probability,event_category,event_popularity_score,event_indoor_flag,attraction_rating,seasonal_tourism_index,weather_activity_match,event_preference_alignment,overall_experience_score,recommended_experience
780,0.75,0.54,0.79,1,Couple,Luxury,5,Rainy,18,36,Sports Event,29,1,4.6,91,0.83,0.81,69,Indoor Wellness Retreat
781,0.21,0.15,0.93,0,Solo,Luxury,1,Cloudy,17,4,Music Festival,60,0,4.5,70,0.54,0.04,80,Spa Package
782,0.47,0.07,0.95,1,Solo,Luxury,5,Cloudy,10,66,Music Festival,58,1,4.7,23,0.97,0.31,45,Food Experience
783,0.94,0.49,0.05,1,Family,Mid-range,7,Cloudy,20,73,Cultural Fair,75,0,3.6,36,0.43,0.83,5,Indoor Wellness Retreat
784,0.88,0.28,0.88,0,Business,Budget,11,Cloudy,25,13,Cultural Fair,58,0,4.5,11,0.29,0.51,92,Indoor Wellness Retreat
785,0.71,0.28,0.73,0,Couple,Luxury,14,Snowy,37,27,Music Festival,19,0,4.3,6,0.56,0.73,97,Indoor Wellness Retreat
786,0.01,0.05,0.57,0,Family,Budget,6,Snowy,22,82,Music Festival,88,1,4.1,22,0.38,0.36,64,Food Experience
787,0.39,0.39,0.32,0,Business,Budget,10,Cloudy,28,39,Sports Event,4,0,4.5,72,0.89,0.57,34,Cultural Museum Visit
788,0.4,0.93,0.41,1,Solo,Budget,2,Cloudy,13,66,Cultural Fair,12,1,3.6,18,0.25,0.68,96,Cultural Museum Visit
789,0.12,0.6,0.21,0,Couple,Mid-range,9,Snowy,20,49,Music Festival,76,1,4.9,51,0.02,0.61,79,Adventure Trek
790,0.52,0.71,0.13,1,Couple,Budget,8,Cloudy,35,58,Music Festival,44,1,3.6,6,0.82,0.55,3,Food Experience
791,0.1,0.9,0.82,1,Business,Mid-range,8,Snowy,30,20,Food Carnival,8,0,5.0,57,0.44,0.68,52,Adventure Trek
792,0.28,0.34,0.06,1,Solo,Budget,4,Snowy,39,90,Sports Event,56,1,3.5,21,0.36,0.35,93,Indoor Wellness Retreat
793,0.75,0.55,0.38,1,Business,Mid-range,5,Rainy,28,0,Food Carnival,70,0,4.7,15,0.39,0.8,36,City Tour
794,0.18,0.32,0.4,1,Couple,Luxury,6,Cloudy,29,89,Wellness Expo,25,1,4.7,70,0.15,0.58,42,Spa Package
795,0.27,0.23,0.73,1,Business,Luxury,8,Snowy,17,53,Sports Event,2,0,3.8,52,0.75,0.74,26,Spa Package
796,0.1,0.84,0.88,0,Family,Luxury,13,Sunny,28,55,Cultural Fair,7,0,4.8,93,0.67,0.36,79,Spa Package
797,0.27,0.67,0.26,1,Family,Budget,13,Rainy,34,16,Music Festival,54,1,4.4,19,0.99,0.08,31,Indoor Wellness Retreat
798,0.47,0.51,0.36,0,Family,Budget,12,Rainy,28,80,Cultural Fair,91,0,4.4,66,0.96,0.59,7,City Tour
799,0.66,0.13,0.27,0,Couple,Budget,11,Rainy,36,7,Cultural Fair,44,0,4.7,74,0.29,0.69,87,Indoor Wellness Retreat
800,0.77,0.6,0.54,1,Solo,Budget,8,Rainy,31,68,Music Festival,50,0,3.6,81,0.44,0.86,71,Indoor Wellness Retreat
801,0.42,0.95,0.6,0,Family,Budget,11,Snowy,19,40,Food Carnival,6,1,4.9,71,0.38,0.33,97,Food Experience
802,0.55,0.81,0.32,1,Solo,Budget,11,Rainy,38,71,Food Carnival,49,0,5.0,66,0.55,0.3,92,Adventure Trek
803,0.0,0.36,0.18,1,Family,Luxury,14,Sunny,37,46,Cultural Fair,70,0,4.7,18,0.84,0.35,71,Food Experience
804,0.5,0.16,0.87,1,Business,Luxury,1,Cloudy,30,46,Music Festival,36,1,4.3,40,0.24,0.55,64,Cultural Museum Visit
805,0.22,0.7,0.11,0,Family,Luxury,2,Rainy,12,64,Food Carnival,53,1,4.3,6,0.68,0.61,57,Food Experience
806,0.05,0.59,0.91,1,Business,Budget,8,Snowy,20,66,Food Carnival,39,0,3.7,53,0.26,0.67,30,Adventure Trek
807,0.67,0.92,0.26,1,Family,Budget,9,Snowy,31,12,Cultural Fair,76,1,4.5,19,0.15,0.57,6,Food Experience
808,0.3,0.29,0.11,1,Business,Budget,6,Cloudy,31,0,Music Festival,69,1,4.1,15,0.09,0.92,0,Indoor Wellness Retreat
809,0.41,0.87,0.98,1,Solo,Mid-range,6,Sunny,12,8,Music Festival,51,0,4.8,22,0.93,0.07,92,Cultural Museum Visit
810,0.25,0.75,0.76,1,Couple,Luxury,5,Sunny,37,82,Sports Event,25,1,3.8,67,0.25,0.88,41,Cultural Museum Visit
811,0.83,0.75,0.15,0,Business,Mid-range,1,Cloudy,12,50,Wellness Expo,74,1,5.0,56,0.45,0.05,61,Cultural Museum Visit
812,0.32,0.99,0.76,1,Solo,Mid-range,7,Snowy,30,19,Music Festival,42,1,4.3,41,0.17,0.96,45,City Tour
813,0.84,0.13,0.25,0,Family,Mid-range,9,Sunny,15,75,Food Carnival,16,1,4.5,5,0.14,0.77,23,Spa Package
814,0.09,0.97,0.39,0,Business,Budget,9,Sunny,38,13,Cultural Fair,49,0,4.5,29,0.77,0.15,94,Indoor Wellness Retreat
815,0.74,0.13,0.49,0,Business,Budget,4,Rainy,14,76,Food Carnival,33,1,4.4,38,0.03,0.62,68,Food Experience
816,0.61,0.17,0.67,0,Family,Budget,11,Cloudy,40,58,Wellness Expo,4,1,3.8,4,0.4,0.66,3,Cultural Museum Visit
817,0.92,0.56,0.26,0,Couple,Mid-range,11,Sunny,36,10,Sports Event,52,1,3.5,27,0.13,0.69,22,Food Experience
818,0.05,0.62,0.77,1,Couple,Luxury,7,Cloudy,34,30,Sports Event,68,0,4.1,19,0.92,0.02,26,Cultural Museum Visit
819,0.12,0.16,0.84,0,Business,Luxury,5,Snowy,30,93,Wellness Expo,33,0,5.0,34,0.8,0.6,95,City Tour
820,0.79,0.72,0.73,1,Solo,Luxury,13,Sunny,31,49,Music Festival,16,0,4.0,28,0.25,0.4,23,Spa Package
821,0.13,0.34,1.0,0,Solo,Luxury,9,Sunny,23,29,Food Carnival,25,0,3.8,46,0.04,0.71,74,City Tour
822,0.3,0.66,0.78,0,Business,Mid-range,2,Cloudy,15,65,Cultural Fair,47,1,4.5,91,0.47,0.15,78,Indoor Wellness Retreat
823,0.83,0.8,0.28,1,Business,Budget,13,Rainy,16,89,Food Carnival,92,0,3.9,75,0.75,0.16,2,City Tour
824,0.35,0.76,0.1,0,Family,Luxury,7,Sunny,27,58,Wellness Expo,63,1,4.8,53,0.35,0.67,82,Indoor Wellness Retreat
825,0.87,0.81,0.64,1,Couple,Mid-range,4,Snowy,20,71,Food Carnival,63,1,4.2,87,0.3,0.36,37,Food Experience
826,0.56,0.62,0.94,1,Business,Mid-range,12,Cloudy,29,49,Wellness Expo,64,0,4.2,32,0.73,0.58,72,Adventure Trek
827,0.68,0.03,0.63,0,Business,Luxury,14,Rainy,35,14,Food Carnival,35,0,4.2,76,0.82,0.11,44,Cultural Museum Visit
828,0.41,0.08,0.98,1,Solo,Mid-range,3,Sunny,22,17,Sports Event,24,0,3.8,30,0.67,0.74,88,City Tour
829,0.6,0.75,0.61,1,Family,Mid-range,3,Cloudy,37,29,Sports Event,36,1,4.7,77,0.39,0.49,83,Food Experience
830,0.5,0.01,0.93,0,Couple,Budget,6,Sunny,20,25,Food Carnival,26,1,4.6,44,0.97,0.26,23,Indoor Wellness Retreat
831,0.39,0.29,0.99,0,Couple,Mid-range,9,Sunny,25,6,Sports Event,73,1,3.6,8,0.16,0.68,42,Food Experience
832,0.03,0.89,0.43,0,Solo,Budget,5,Rainy,29,91,Wellness Expo,89,0,3.6,33,0.35,0.11,9,Cultural Museum Visit
833,0.63,0.74,0.14,1,Business,Luxury,4,Cloudy,24,31,Music Festival,0,0,4.9,41,0.53,0.63,38,Indoor Wellness Retreat
834,0.72,0.37,0.88,1,Couple,Luxury,13,Sunny,23,9,Sports Event,3,0,4.4,34,0.55,0.68,25,Spa Package
835,0.64,0.93,0.19,1,Couple,Mid-range,9,Rainy,24,94,Cultural Fair,52,1,3.6,53,0.76,0.21,26,Spa Package
836,0.05,0.46,0.25,0,Business,Mid-range,4,Rainy,25,53,Wellness Expo,38,0,4.2,62,0.64,0.97,23,Cultural Museum Visit
837,0.85,0.6,0.54,1,Couple,Mid-range,4,Rainy,24,22,Wellness Expo,43,0,4.6,42,0.22,0.11,4,Indoor Wellness Retreat
838,0.25,0.3,0.25,0,Family,Luxury,7,Cloudy,16,84,Music Festival,98,0,3.8,42,0.08,0.53,36,City Tour
839,0.72,0.84,0.23,0,Business,Budget,10,Rainy,32,80,Cultural Fair,83,1,5.0,99,0.12,0.71,82,Indoor Wellness Retreat
840,0.05,0.55,0.01,1,Couple,Luxury,14,Sunny,27,86,Music Festival,28,1,4.2,17,0.5,0.91,76,Spa Package
841,0.8,0.45,0.04,0,Couple,Mid-range,9,Rainy,38,14,Cultural Fair,12,0,4.6,100,0.27,0.25,9,Food Experience
842,0.86,0.06,0.96,0,Family,Luxury,12,Cloudy,22,36,Wellness Expo,82,1,4.2,94,0.96,0.83,66,City Tour
843,0.33,0.67,0.51,0,Couple,Luxury,12,Snowy,14,68,Food Carnival,34,1,4.7,75,0.64,0.26,48,Indoor Wellness Retreat
844,0.93,0.67,0.3,0,Couple,Luxury,3,Rainy,27,11,Sports Event,74,1,4.9,82,0.42,0.26,41,Spa Package
845,0.35,0.92,0.59,1,Family,Luxury,2,Sunny,23,76,Cultural Fair,98,0,4.6,9,0.26,0.96,47,Cultural Museum Visit
846,0.58,0.66,0.36,0,Family,Budget,14,Rainy,13,71,Cultural Fair,9,1,4.3,63,0.33,0.95,14,Adventure Trek
847,0.6,0.29,0.9,1,Business,Mid-range,11,Sunny,25,46,Food Carnival,1,1,4.3,14,0.37,0.96,57,Cultural Museum Visit
848,0.69,0.22,0.52,0,Family,Budget,11,Snowy,26,6,Food Carnival,94,1,3.8,0,0.99,0.3,29,Indoor Wellness Retreat
849,0.84,0.45,0.19,1,Business,Luxury,10,Rainy,12,56,Wellness Expo,44,0,4.7,68,0.55,0.42,37,Cultural Museum Visit
850,0.06,0.95,0.46,0,Solo,Mid-range,6,Cloudy,22,5,Music Festival,39,0,4.9,59,0.58,0.01,33,Indoor Wellness Retreat
851,0.96,0.28,0.9,0,Solo,Luxury,7,Snowy,11,14,Sports Event,15,1,3.8,63,0.86,0.23,85,Adventure Trek
852,0.07,0.76,0.69,0,Family,Luxury,3,Rainy,12,20,Music Festival,85,1,4.0,51,0.39,0.29,10,City Tour
853,0.91,0.72,0.26,0,Solo,Budget,7,Rainy,11,89,Food Carnival,22,0,4.9,17,0.31,0.18,22,City Tour
854,0.47,0.09,0.96,1,Couple,Luxury,12,Rainy,34,11,Sports Event,14,1,3.6,26,0.04,0.51,85,City Tour
855,0.79,0.16,0.65,0,Couple,Budget,4,Sunny,10,63,Wellness Expo,91,1,3.7,61,0.22,0.47,52,Cultural Museum Visit
856,0.7,0.19,0.55,0,Couple,Luxury,1,Sunny,11,8,Food Carnival,61,1,4.4,54,0.37,0.96,52,Indoor Wellness Retreat
857,1.0,0.54,0.07,1,Business,Mid-range,3,Snowy,34,33,Music Festival,45,1,4.9,40,0.49,0.75,87,Indoor Wellness Retreat
858,0.86,0.77,0.91,0,Solo,Budget,11,Rainy,37,4,Music Festival,0,1,4.5,45,0.01,0.84,61,Indoor Wellness Retreat
859,0.68,0.76,0.66,1,Family,Luxury,9,Sunny,10,36,Sports Event,49,1,4.1,99,0.69,0.73,8,Adventure Trek
860,0.13,0.32,0.43,0,Family,Mid-range,13,Cloudy,37,1,Food Carnival,64,1,4.7,51,0.21,0.07,37,Spa Package
861,0.28,0.6,0.97,1,Family,Mid-range,14,Snowy,11,85,Cultural Fair,72,0,4.4,30,0.68,0.69,79,Spa Package
862,0.72,0.61,0.45,1,Solo,Mid-range,13,Sunny,37,87,Food Carnival,94,0,4.4,66,0.44,0.57,78,Cultural Museum Visit
863,0.45,0.95,0.81,1,Solo,Budget,3,Snowy,37,59,Food Carnival,28,0,4.1,48,0.1,0.37,82,Adventure Trek
864,0.28,0.57,0.28,1,Family,Luxury,3,Cloudy,27,2,Music Festival,7,0,4.1,18,0.34,0.64,32,Cultural Museum Visit
865,0.97,0.56,0.08,0,Solo,Budget,1,Snowy,18,79,Music Festival,100,1,3.9,10,0.66,0.45,48,Indoor Wellness Retreat
866,0.98,0.09,0.2,0,Solo,Mid-range,8,Rainy,15,100,Cultural Fair,89,0,3.8,67,0.38,0.84,44,Spa Package
867,0.53,0.61,0.82,1,Solo,Mid-range,7,Cloudy,33,59,Music Festival,35,0,4.0,81,0.33,0.7,32,Adventure Trek
868,0.6,0.35,0.62,0,Family,Mid-range,10,Cloudy,36,93,Wellness Expo,47,1,3.6,11,0.66,0.93,8,Adventure Trek
869,0.36,0.04,0.07,0,Business,Luxury,5,Rainy,22,19,Cultural Fair,94,0,3.9,10,0.47,0.82,17,City Tour
870,0.64,0.04,0.13,0,Business,Budget,13,Sunny,39,36,Cultural Fair,62,0,5.0,98,0.56,0.14,49,City Tour
871,0.92,0.93,0.49,0,Couple,Budget,9,Rainy,26,56,Sports Event,87,1,4.5,80,0.59,0.28,92,Cultural Museum Visit
872,0.78,0.05,1.0,0,Couple,Luxury,6,Sunny,35,2,Music Festival,68,0,3.7,33,0.1,0.35,87,Cultural Museum Visit
873,0.18,0.69,0.99,0,Solo,Budget,3,Rainy,20,94,Music Festival,59,1,4.0,18,0.26,0.96,41,Indoor Wellness Retreat
874,0.88,0.76,0.1,1,Solo,Luxury,12,Rainy,37,69,Sports Event,6,0,4.8,80,0.5,0.92,7,City Tour
875,0.66,0.48,0.4,1,Solo,Budget,7,Cloudy,29,10,Cultural Fair,50,1,4.3,79,0.7,0.96,98,Spa Package
876,0.22,0.98,0.7,0,Solo,Budget,7,Cloudy,33,15,Wellness Expo,74,0,4.5,32,0.24,0.35,85,Cultural Museum Visit
877,0.6,0.38,0.84,0,Family,Luxury,11,Cloudy,17,98,Food Carnival,65,0,4.7,8,0.8,0.73,81,Indoor Wellness Retreat
878,0.4,0.86,0.79,0,Solo,Luxury,9,Snowy,32,10,Wellness Expo,47,0,3.9,100,0.82,0.33,88,Adventure Trek
879,0.7,0.28,0.2,0,Family,Mid-range,10,Cloudy,30,62,Food Carnival,25,1,4.7,42,0.76,0.44,44,Cultural Museum Visit
880,0.98,0.65,0.62,1,Solo,Budget,5,Sunny,33,82,Cultural Fair,70,1,4.1,90,0.57,0.83,19,Adventure Trek
881,0.11,0.59,0.63,1,Family,Mid-range,14,Snowy,23,94,Food Carnival,83,0,4.0,23,0.79,0.78,49,City Tour
882,0.97,0.18,0.86,1,Solo,Budget,4,Sunny,28,28,Food Carnival,43,0,3.7,76,0.99,0.72,29,City Tour
883,0.65,0.58,0.16,1,Family,Budget,11,Rainy,13,6,Food Carnival,13,1,4.9,95,0.9,0.6,33,City Tour
884,0.32,0.77,0.66,1,Family,Mid-range,14,Snowy,24,59,Cultural Fair,93,0,3.7,43,0.39,0.3,33,City Tour
885,0.64,0.92,0.31,0,Family,Budget,13,Snowy,12,20,Cultural Fair,59,1,4.1,85,0.48,0.33,66,Spa Package
886,0.91,0.57,0.39,1,Business,Budget,14,Rainy,26,43,Food Carnival,15,0,4.2,67,0.64,0.94,39,Food Experience
887,0.55,0.51,0.42,0,Business,Mid-range,10,Sunny,20,90,Sports Event,3,1,4.5,32,0.32,0.09,58,Spa Package
888,0.36,0.87,0.77,1,Family,Mid-range,12,Cloudy,29,94,Food Carnival,21,1,4.4,100,0.1,0.5,64,City Tour
889,0.46,0.31,0.3,1,Business,Mid-range,14,Cloudy,13,99,Food Carnival,84,0,4.5,58,0.28,0.71,98,Food Experience
890,0.88,0.84,0.62,0,Solo,Budget,4,Rainy,36,48,Cultural Fair,69,0,4.8,76,0.49,0.91,81,Indoor Wellness Retreat
891,0.65,0.52,0.81,1,Solo,Budget,5,Rainy,18,33,Food Carnival,54,0,4.0,63,0.4,0.1,13,Spa Package
892,0.44,0.58,0.53,1,Solo,Mid-range,8,Sunny,17,48,Cultural Fair,0,1,4.6,11,0.69,0.05,69,City Tour
893,0.76,0.2,0.9,1,Business,Mid-range,12,Cloudy,39,59,Sports Event,41,1,3.9,82,0.63,0.8,10,Food Experience
894,0.54,0.1,0.64,1,Solo,Budget,2,Sunny,34,4,Wellness Expo,74,0,4.6,23,0.41,0.68,25,Adventure Trek
895,0.93,0.27,0.78,0,Business,Luxury,12,Cloudy,33,16,Wellness Expo,55,1,4.7,63,0.71,0.59,83,Indoor Wellness Retreat
896,0.3,0.69,0.92,1,Couple,Budget,11,Cloudy,36,95,Wellness Expo,37,1,4.9,60,0.62,0.13,45,Food Experience
897,0.91,0.23,0.01,0,Business,Budget,7,Snowy,22,52,Cultural Fair,18,1,4.1,95,0.7,0.9,77,Indoor Wellness Retreat
898,0.34,0.57,0.24,0,Solo,Luxury,6,Sunny,25,80,Food Carnival,85,1,4.9,62,0.51,0.23,80,Food Experience
899,0.19,0.52,0.67,1,Family,Budget,2,Cloudy,37,79,Cultural Fair,64,1,4.7,93,0.36,0.68,78,Cultural Museum Visit
900,0.35,0.13,0.89,1,Family,Mid-range,6,Cloudy,23,76,Sports Event,76,0,4.3,33,0.06,0.43,9,Cultural Museum Visit
901,0.72,0.47,0.26,1,Couple,Mid-range,1,Rainy,36,66,Wellness Expo,21,1,5.0,24,0.26,0.27,83,Spa Package
902,0.21,0.79,0.9,0,Solo,Budget,13,Cloudy,39,67,Sports Event,65,1,4.6,4,0.54,0.51,13,Spa Package
903,0.81,0.03,0.8,0,Solo,Mid-range,5,Snowy,16,30,Sports Event,49,1,3.6,94,0.43,0.18,49,Food Experience
904,0.06,0.63,0.15,0,Couple,Mid-range,10,Rainy,37,85,Music Festival,62,0,4.5,59,0.37,0.0,67,Adventure Trek
905,0.99,0.03,0.54,0,Couple,Mid-range,8,Cloudy,40,98,Food Carnival,72,0,4.7,62,0.06,0.79,94,Food Experience
906,0.44,0.77,0.24,1,Family,Budget,6,Cloudy,16,82,Sports Event,36,0,4.0,27,0.2,0.43,13,Cultural Museum Visit
907,0.98,0.32,0.5,1,Couple,Budget,4,Cloudy,11,70,Food Carnival,95,0,4.0,57,0.39,0.94,67,City Tour
908,0.08,0.22,0.14,0,Family,Budget,6,Cloudy,25,42,Cultural Fair,11,0,4.1,96,0.68,0.46,73,Food Experience
909,0.78,0.75,0.55,0,Solo,Luxury,10,Snowy,12,52,Music Festival,81,0,3.9,36,0.8,0.34,41,Adventure Trek
910,0.43,0.29,0.12,1,Couple,Luxury,6,Rainy,40,20,Food Carnival,84,0,4.5,95,0.33,0.42,63,Indoor Wellness Retreat
911,0.89,0.51,0.35,1,Couple,Budget,13,Rainy,17,39,Food Carnival,78,0,4.9,11,0.58,0.46,18,Indoor Wellness Retreat
912,0.43,0.27,0.81,0,Solo,Luxury,6,Rainy,28,93,Food Carnival,22,1,4.9,61,0.99,0.12,70,Indoor Wellness Retreat
913,0.46,0.65,0.38,0,Business,Luxury,10,Rainy,10,37,Sports Event,20,1,4.6,42,0.03,0.06,79,Indoor Wellness Retreat
914,0.06,0.75,0.89,0,Solo,Luxury,2,Sunny,25,61,Wellness Expo,88,0,4.0,14,0.67,0.74,35,Spa Package
915,0.29,0.17,0.72,0,Couple,Budget,8,Snowy,24,11,Cultural Fair,3,0,3.6,37,0.44,0.14,80,Spa Package
916,0.16,0.65,0.45,0,Couple,Mid-range,2,Cloudy,34,5,Cultural Fair,12,0,4.3,1,0.63,0.3,41,City Tour
917,0.92,0.14,0.74,0,Solo,Mid-range,10,Cloudy,11,86,Food Carnival,33,1,3.7,31,0.98,0.83,92,Indoor Wellness Retreat
918,0.96,0.06,0.37,1,Business,Budget,5,Sunny,40,32,Wellness Expo,91,0,3.8,95,0.03,0.17,56,Spa Package
919,0.58,0.13,0.41,0,Solo,Mid-range,2,Rainy,16,17,Music Festival,45,1,4.3,18,0.17,0.22,93,Spa Package
920,0.17,0.92,0.17,0,Couple,Budget,5,Sunny,37,74,Music Festival,74,0,3.8,78,0.65,0.97,74,Indoor Wellness Retreat
921,0.35,0.14,0.79,0,Family,Mid-range,5,Snowy,19,84,Cultural Fair,83,0,3.9,38,0.68,0.6,52,Spa Package
922,0.52,0.66,0.22,1,Solo,Mid-range,10,Rainy,22,24,Sports Event,33,0,4.0,75,0.12,0.22,66,City Tour
923,0.05,0.34,0.5,1,Family,Budget,13,Rainy,26,7,Food Carnival,69,0,4.6,78,0.3,0.5,73,Spa Package
924,0.8,0.39,0.59,0,Family,Luxury,4,Sunny,16,15,Food Carnival,50,1,5.0,29,0.1,0.1,10,Indoor Wellness Retreat
925,0.26,0.07,0.88,0,Solo,Mid-range,4,Rainy,24,30,Cultural Fair,94,1,4.6,7,0.36,0.98,2,Cultural Museum Visit
926,0.28,0.54,0.02,1,Family,Luxury,11,Cloudy,24,22,Cultural Fair,74,0,4.2,25,0.13,0.83,54,Adventure Trek
927,0.78,0.34,0.59,0,Business,Mid-range,6,Cloudy,22,22,Music Festival,30,0,3.7,82,0.17,0.05,26,Spa Package
928,0.27,0.24,0.49,1,Business,Luxury,7,Snowy,12,24,Cultural Fair,93,1,4.3,6,0.21,0.35,67,City Tour
929,0.29,0.52,0.1,0,Business,Budget,13,Cloudy,36,7,Wellness Expo,36,0,4.5,76,0.31,0.72,6,Indoor Wellness Retreat
930,0.16,0.9,0.91,1,Solo,Mid-range,11,Rainy,20,46,Wellness Expo,95,0,4.2,13,0.52,0.49,77,Food Experience
931,0.74,0.86,0.43,1,Couple,Luxury,6,Snowy,29,17,Cultural Fair,26,1,4.4,86,0.3,0.87,67,Cultural Museum Visit
932,0.79,0.06,0.54,0,Couple,Luxury,7,Cloudy,17,91,Cultural Fair,57,0,4.2,68,0.74,0.23,96,Adventure Trek
933,0.41,0.47,0.35,1,Couple,Luxury,2,Rainy,35,30,Wellness Expo,46,0,4.9,6,0.79,0.75,81,Indoor Wellness Retreat
934,0.53,0.1,0.58,0,Solo,Budget,7,Snowy,16,13,Wellness Expo,52,1,4.4,22,0.28,0.23,28,Spa Package
935,0.68,0.85,0.56,1,Business,Mid-range,7,Cloudy,21,50,Food Carnival,61,1,3.6,35,0.43,0.22,85,City Tour
936,0.5,0.43,0.35,1,Couple,Mid-range,5,Sunny,15,79,Music Festival,20,0,3.8,59,0.86,0.59,74,City Tour
937,0.35,0.6,0.98,1,Family,Luxury,4,Rainy,32,57,Food Carnival,23,1,4.7,85,0.28,0.76,64,City Tour
938,0.97,0.31,0.47,0,Solo,Luxury,12,Snowy,40,70,Music Festival,28,1,3.6,28,0.69,0.96,28,Spa Package
939,0.07,0.39,0.81,0,Solo,Budget,9,Cloudy,30,95,Sports Event,40,0,3.5,28,0.22,0.02,25,Indoor Wellness Retreat
940,0.61,0.02,0.42,0,Business,Luxury,1,Cloudy,23,76,Sports Event,32,1,3.5,0,0.91,0.15,30,Cultural Museum Visit
941,0.73,0.2,0.48,0,Couple,Luxury,5,Rainy,27,33,Wellness Expo,60,1,4.3,11,0.91,0.94,57,Cultural Museum Visit
942,0.94,0.38,0.86,0,Solo,Mid-range,7,Rainy,31,48,Food Carnival,70,0,4.1,89,0.78,0.01,7,Indoor Wellness Retreat
943,1.0,0.78,0.73,1,Couple,Mid-range,14,Snowy,19,20,Food Carnival,18,0,3.6,47,0.65,0.57,43,City Tour
944,0.7,0.61,0.09,1,Couple,Budget,12,Sunny,25,95,Sports Event,6,1,4.1,81,0.76,0.22,42,Indoor Wellness Retreat
945,0.53,0.4,0.72,1,Solo,Mid-range,8,Sunny,14,14,Wellness Expo,47,1,4.9,70,0.81,0.81,67,Cultural Museum Visit
946,0.71,0.7,0.05,1,Business,Budget,6,Rainy,36,56,Cultural Fair,84,1,4.4,14,0.94,1.0,18,Indoor Wellness Retreat
947,0.52,0.18,0.8,0,Couple,Budget,12,Sunny,29,48,Cultural Fair,32,1,4.2,59,0.18,0.72,17,Adventure Trek
948,0.48,0.61,0.96,0,Family,Mid-range,9,Cloudy,31,87,Cultural Fair,25,1,4.7,80,0.92,0.9,90,Cultural Museum Visit
949,0.97,0.32,0.71,1,Family,Mid-range,12,Rainy,19,76,Wellness Expo,56,1,5.0,32,0.96,0.21,78,Cultural Museum Visit
950,0.24,0.45,0.97,1,Solo,Luxury,14,Cloudy,27,94,Cultural Fair,48,1,3.9,75,0.52,0.6,1,Spa Package
951,0.23,0.75,0.77,1,Family,Mid-range,1,Cloudy,24,71,Music Festival,60,1,4.0,24,0.47,0.27,34,City Tour
952,0.43,0.42,0.9,1,Couple,Luxury,2,Snowy,23,12,Wellness Expo,76,1,3.5,56,0.96,0.84,95,Indoor Wellness Retreat
953,0.27,0.95,0.28,0,Family,Mid-range,1,Rainy,18,34,Cultural Fair,97,1,4.8,96,0.52,0.0,2,Adventure Trek
954,0.42,0.08,0.48,0,Business,Budget,1,Snowy,18,22,Food Carnival,91,0,4.9,93,0.4,0.51,5,Spa Package
955,0.98,0.1,0.81,1,Business,Mid-range,12,Rainy,32,1,Wellness Expo,59,1,4.0,52,0.86,0.96,16,Spa Package
956,0.62,0.59,0.62,0,Family,Luxury,4,Cloudy,20,40,Food Carnival,52,0,4.7,29,0.9,0.9,50,Adventure Trek
957,0.0,0.23,0.17,1,Business,Luxury,14,Sunny,32,58,Cultural Fair,18,0,3.6,20,0.37,0.94,30,Spa Package
958,0.02,0.78,0.97,0,Business,Budget,7,Snowy,19,69,Cultural Fair,11,1,3.8,82,0.43,0.54,14,Indoor Wellness Retreat
959,0.63,0.1,0.6,1,Family,Mid-range,10,Sunny,20,29,Sports Event,96,1,4.5,39,0.42,0.11,39,Food Experience
960,0.95,0.73,0.47,1,Couple,Luxury,6,Cloudy,21,70,Sports Event,11,0,4.4,88,0.63,0.92,79,City Tour
961,0.61,0.7,0.22,1,Couple,Mid-range,1,Sunny,11,17,Wellness Expo,92,1,3.9,77,0.06,0.13,8,Food Experience
962,0.45,0.09,0.38,1,Solo,Budget,7,Snowy,36,65,Food Carnival,43,1,4.3,29,0.99,0.18,71,Adventure Trek
963,0.31,0.92,0.94,0,Business,Luxury,8,Cloudy,14,72,Cultural Fair,73,1,3.6,74,0.63,0.24,52,Food Experience
964,0.98,0.23,0.65,0,Solo,Budget,1,Cloudy,29,16,Cultural Fair,35,1,3.5,40,0.79,0.64,49,City Tour
965,0.82,0.83,0.14,1,Family,Luxury,6,Rainy,23,59,Wellness Expo,97,1,4.0,3,0.69,0.79,67,City Tour
966,0.25,0.64,0.73,1,Couple,Budget,4,Cloudy,14,45,Music Festival,12,1,4.4,90,0.9,0.53,85,Adventure Trek
967,0.78,0.31,0.66,0,Business,Mid-range,5,Sunny,30,23,Wellness Expo,18,1,4.4,20,0.13,0.62,71,Adventure Trek
968,0.32,0.53,0.45,0,Couple,Budget,8,Sunny,21,16,Cultural Fair,95,1,4.8,46,0.91,0.69,27,Adventure Trek
969,0.14,0.97,0.01,0,Family,Budget,4,Sunny,40,52,Cultural Fair,89,1,4.1,20,0.4,0.28,27,Indoor Wellness Retreat
970,0.3,0.91,0.97,0,Family,Mid-range,8,Snowy,18,56,Sports Event,34,0,5.0,5,0.22,0.17,74,City Tour
971,0.72,0.75,0.19,1,Business,Mid-range,8,Rainy,11,96,Sports Event,2,1,3.7,15,0.86,0.68,41,Adventure Trek
972,0.09,0.75,0.86,1,Family,Budget,14,Sunny,28,6,Food Carnival,51,1,4.8,34,0.2,0.01,2,Cultural Museum Visit
973,0.68,0.23,0.53,1,Family,Luxury,11,Sunny,25,48,Food Carnival,46,1,4.7,59,0.65,0.11,44,Food Experience
